"module","controller","action","http_method","mutating","antiforgery","is_api","permission_attributes","inherited_permission","in_body_authorization","file"
"Other","BaseController","Index","GET","False","False","False","(none)","(none)","False","CrossBuy/Controllers/BaseController.cs"
"Retail","BrandController","Brands","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/BrandController.cs"
"Retail","BrandController","BrandEditor","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/BrandController.cs"
"Retail","BrandController","SaveBrand","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/BrandController.cs"
"Retail","BrandController","DeleteBrand","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/BrandController.cs"
"Retail","BrandController","ActivateDefaultBrand","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/BrandController.cs"
"Platform","BusinessEventMonitorController","Index","GET","False","False","False","(none)","SessionValidation;PlatformOps","False","CrossBuy/Controllers/BusinessEventMonitorController.cs"
"Platform","BusinessEventMonitorController","Runtime","GET","False","False","False","(none)","SessionValidation;PlatformOps","False","CrossBuy/Controllers/BusinessEventMonitorController.cs"
"Platform","BusinessEventMonitorController","Rows","GET","False","False","False","(none)","SessionValidation;PlatformOps","False","CrossBuy/Controllers/BusinessEventMonitorController.cs"
"Platform","BusinessEventMonitorController","Details","GET","False","False","False","(none)","SessionValidation;PlatformOps","False","CrossBuy/Controllers/BusinessEventMonitorController.cs"
"Platform","BusinessEventMonitorController","Retry","POST","True","True","False","(none)","SessionValidation;PlatformOps","False","CrossBuy/Controllers/BusinessEventMonitorController.cs"
"Communication","CalendarController","Index","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CalendarController.cs"
"Communication","CalendarController","Events","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CalendarController.cs"
"Communication","CalendarController","Upcoming","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CalendarController.cs"
"Communication","CalendarController","Get","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CalendarController.cs"
"Communication","CalendarController","Save","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/CalendarController.cs"
"Communication","CalendarController","Delete","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/CalendarController.cs"
"Communication","CalendarController","Attendees","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CalendarController.cs"
"Communication","ChatController","Index","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Conversations","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Header","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Messages","GET","False","False","False","(none)","SessionValidation","True","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Directory","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","StartDirect","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","CreateGroup","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Send","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Edit","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","Delete","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","React","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","MarkRead","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","AddMember","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","ChatController","RemoveMember","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/ChatController.cs"
"Communication","CommController","Index","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Compose","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","View","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Send","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Contacts","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Trash","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Star","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommController","Resend","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommController.cs"
"Communication","CommentsController","List","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommentsController.cs"
"Communication","CommentsController","Add","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommentsController.cs"
"Communication","CommentsController","Delete","POST","True","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CommentsController.cs"
"CRM","CrmController","CustomFields","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveCustomField","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","DeleteCustomField","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","EntityCustomValues","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AutomationRules","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveAutomationRule","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","DeleteAutomationRule","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Index","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CustomerPickData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AccountPickData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Accounts","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AccountsData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AccountEditor","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveAccount","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveContact","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","DeleteContact","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Campaigns","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CampaignsData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CampaignsExport","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","LeadsExport","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","OpportunitiesExport","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ActivitiesExport","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveCampaign","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CampaignDetail","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","EntityPickData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AddCampaignMember","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AddListToCampaign","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","UpdateMemberStatus","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","RemoveCampaignMember","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","MarketingLists","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","MarketingListsData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ListEditor","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveList","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AddListMember","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","RemoveListMember","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Tickets","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","TicketsData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","TicketEditor","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveTicket","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","UpdateTicketStatus","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SlaPolicies","GET","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveSlaPolicy","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ScoringRules","GET","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveScoringRule","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveCrmSettings","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","RecomputeScores","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Forecast","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Reports","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Leads","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","LeadsData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveLead","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ConvertLead","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Opportunities","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","OpportunitiesData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Pipeline","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","StagesData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Pipelines","GET","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","PipelineEditor","GET","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SavePipeline","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","MoveOpportunity","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveOpportunity","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","OpportunityProducts","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveOpportunityProducts","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ConvertOpportunityToQuotation","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","Activities","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ActivitiesData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","SaveActivity","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","TimelineData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","ToggleActivity","POST","True","True","False","CrossBuy.Models.CrmPerm(""edit"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","CrmRoles","GET","False","False","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","AssignCrmRole","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"CRM","CrmController","RemoveCrmRole","POST","True","True","False","CrossBuy.Models.CrmPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CrmController.cs"
"Accounting","CurrencyController","Currencies","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","CurrenciesData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","SaveCurrency","POST","True","True","False","AccPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","ExchangeRates","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","SaveExchangeRate","POST","True","True","False","AccPerm(""post"")","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","Setup","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","SetCompanyCurrency","POST","True","True","False","AccPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","SetBranchCurrency","POST","True","True","False","AccPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","Revaluation","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Accounting","CurrencyController","PostRevaluation","POST","True","True","False","AccPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/CurrencyController.cs"
"Communication","FileManagerController","Index","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","List","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","FolderTree","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","CreateFolder","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Rename","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Move","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Delete","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Upload","POST","True","True","False","(none)","SessionValidation","False","CrossBuy/Controllers/FileManagerController.cs"
"Communication","FileManagerController","Download","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/FileManagerController.cs"
"Other","HomeController","Index","GET","False","False","False","(none)","(none)","False","CrossBuy/Controllers/HomeController.cs"
"Other","HomeController","Privacy","GET","False","False","False","(none)","(none)","False","CrossBuy/Controllers/HomeController.cs"
"Other","HomeController","Store","GET","False","False","False","(none)","(none)","False","CrossBuy/Controllers/HomeController.cs"
"Other","HomeController","Error","GET","False","False","False","(none)","(none)","False","CrossBuy/Controllers/HomeController.cs"
"Other","HyperController","Dashboard","GET","False","False","False","(none)","(none)","False","CrossBuy/Controllers/HyperController.cs"
"Other","HyperController","ItemMargin","GET","False","False","False","(none)","(none)","False","CrossBuy/Controllers/HyperController.cs"
"Other","HyperController","Sales","GET","False","False","False","(none)","(none)","False","CrossBuy/Controllers/HyperController.cs"
"Other","HyperPosController","Index","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Login","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Login","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Logout","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Start","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Start","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Lane","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","ShiftClose","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Scan","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","SetQty","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","RemoveLine","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Pay","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Receipts","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","PrintInvoice","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","StampInvoiceCustomer","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","Customer","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","CustomerSearch","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","CustomerAdd","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","AttachCustomer","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","True","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","PriceCheck","GET","False","False","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Other","HyperPosController","PriceCheck","POST","True","True","False","(none)","CrossBuy.Models.PosLaneActivityGuard(""HyperCtx"", ""hyper"", ""/hyper/pos/login"")","False","CrossBuy/Controllers/HyperPosController.cs"
"Inventory","InventoryController","Index","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","Units","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","CreateUnit","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","Categories","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","CreateCategory","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","EditCategory","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","CreateCategory","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","EditCategory","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","Items","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","ItemsData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","ItemsExport","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","CreateItem","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","EditItem","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","CreateItem","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","EditItem","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","Warehouses","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","CreateWarehouse","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","WarehouseQuickAdd","POST","True","True","False","CrossBuy.Models.ApiPerm(CrossBuy.Models.ApiPermAttribute.Inventory, ""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","EditWarehouse","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","WarehouseSections","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","SaveBinLocation","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","DeleteBinLocation","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","ItemLocations","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","SaveItemLocations","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","WarehouseBinsData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","RackBalances","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","InitializeBinStock","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","SetBinCount","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","RelocateBin","POST","True","True","False","InvPerm(""manage"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","StockMovements","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","StockMovementsData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","NewMovement","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","PostMovement","POST","True","True","False","InvPerm(""doc"")","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","StockBalances","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","ItemsSuggest","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
"Inventory","InventoryController","ItemPickData","GET","False","False","False","(none)","SessionValidation","False","CrossBuy/Controllers/InventoryController.cs"
